TASK_ID,fraction_positive_train,fraction_positive_test,fraction_positive_test_std,fraction_positive_train_std,16_train,32_train,64_train,128_train
CHEMBL2219175,0.4765625,0.47399050166063156,0.0,0.0,0.694+/-0.065,0.749+/-0.028,0.777+/-0.018,0.825+/-0.087
CHEMBL2219180,0.494140625,0.48868599468282325,0.0,0.0,0.672+/-0.037,0.7+/-0.03,0.713+/-0.039,0.733+/-0.115
CHEMBL2219189,0.5,0.49245904432821336,0.0,0.0,0.659+/-0.077,0.711+/-0.034,0.713+/-0.049,0.737+/-0.082
CHEMBL2219191,0.4765625,0.47399050166063156,0.0,0.0,0.729+/-0.063,0.767+/-0.039,0.792+/-0.03,0.798+/-0.075
CHEMBL2219194,0.482421875,0.47776355130602166,0.0,0.0,0.658+/-0.037,0.675+/-0.051,0.696+/-0.036,0.767+/-0.071
CHEMBL2219198,0.5,0.49245904432821336,0.0,0.0,0.876+/-0.034,0.893+/-0.016,0.904+/-0.022,0.919+/-0.057
CHEMBL2219202,0.5,0.49245904432821336,0.0,0.0,0.784+/-0.044,0.787+/-0.027,0.84+/-0.029,0.871+/-0.065
CHEMBL2219203,0.482421875,0.47776355130602166,0.0,0.0,0.826+/-0.029,0.864+/-0.028,0.859+/-0.039,0.911+/-0.043
CHEMBL2219208,0.482421875,0.47776355130602166,0.0,0.0,0.794+/-0.043,0.832+/-0.041,0.841+/-0.036,0.869+/-0.07
CHEMBL2219211,0.484375,0.48422477299442246,0.0,0.0,0.526+/-0.061,0.561+/-0.04,0.567+/-0.049,0.549+/-0.065
CHEMBL2219223,0.484375,0.48422477299442246,0.0,0.0,0.624+/-0.063,0.68+/-0.037,0.703+/-0.053,0.754+/-0.077
CHEMBL2219225,0.5,0.49245904432821336,0.0,0.0,0.785+/-0.05,0.805+/-0.042,0.838+/-0.033,0.88+/-0.074
CHEMBL2219232,0.5,0.49245904432821336,0.0,0.0,0.696+/-0.044,0.736+/-0.028,0.779+/-0.044,0.853+/-0.069
CHEMBL2219236,0.5,0.49245904432821336,0.0,0.0,0.801+/-0.037,0.825+/-0.027,0.834+/-0.028,0.841+/-0.048
CHEMBL2219242,0.4375,0.4422130972948666,0.0,0.0,0.652+/-0.038,0.686+/-0.046,0.722+/-0.051,0.733+/-0.117
CHEMBL2219244,0.494140625,0.48868599468282325,0.0,0.0,0.867+/-0.032,0.883+/-0.015,0.906+/-0.021,0.931+/-0.047
CHEMBL2219252,0.5,0.49245904432821336,0.0,0.0,0.659+/-0.056,0.692+/-0.026,0.7+/-0.038,0.79+/-0.087
CHEMBL2219267,0.5,0.49245904432821336,0.0,0.0,0.69+/-0.087,0.728+/-0.037,0.776+/-0.04,0.801+/-0.104
CHEMBL2219270,0.484375,0.48422477299442246,0.0,0.0,0.56+/-0.059,0.582+/-0.046,0.592+/-0.044,0.695+/-0.122
CHEMBL2219272,0.5,0.49245904432821336,0.0,0.0,0.828+/-0.029,0.832+/-0.019,0.831+/-0.032,0.835+/-0.071
CHEMBL2219274,0.494140625,0.48868599468282325,0.0,0.0,0.899+/-0.026,0.915+/-0.012,0.922+/-0.023,0.943+/-0.036
CHEMBL2219283,0.4609375,0.4606816399624484,0.0,0.0,0.699+/-0.03,0.719+/-0.034,0.734+/-0.036,0.75+/-0.111
CHEMBL2219286,0.494140625,0.48868599468282325,0.0,0.0,0.878+/-0.027,0.882+/-0.018,0.908+/-0.03,0.945+/-0.048
CHEMBL2219297,0.482421875,0.47776355130602166,0.0,0.0,0.899+/-0.034,0.937+/-0.017,0.95+/-0.021,0.945+/-0.035
CHEMBL2219305,0.484375,0.48422477299442246,0.0,0.0,0.793+/-0.049,0.825+/-0.048,0.843+/-0.043,0.916+/-0.045
CHEMBL2219308,0.5,0.49245904432821336,0.0,0.0,0.795+/-0.035,0.81+/-0.017,0.814+/-0.031,0.844+/-0.083
CHEMBL2219334,0.484375,0.48422477299442246,0.0,0.0,0.612+/-0.099,0.679+/-0.063,0.687+/-0.035,0.718+/-0.086
CHEMBL2219335,0.482421875,0.47776355130602166,0.0,0.0,0.624+/-0.058,0.631+/-0.043,0.639+/-0.053,0.7+/-0.074
CHEMBL2219340,0.494140625,0.48868599468282325,0.0,0.0,0.776+/-0.035,0.799+/-0.026,0.813+/-0.025,0.845+/-0.068
CHEMBL2219352,0.484375,0.48422477299442246,0.0,0.0,0.544+/-0.053,0.542+/-0.061,0.559+/-0.037,0.595+/-0.097
CHEMBL2219355,0.494140625,0.48868599468282325,0.0,0.0,0.817+/-0.046,0.856+/-0.017,0.868+/-0.036,0.879+/-0.03
CHEMBL2219358,0.5,0.49245904432821336,0.0,0.0,0.714+/-0.049,0.768+/-0.041,0.787+/-0.032,0.809+/-0.069
CHEMBL2219359,0.482421875,0.47776355130602166,0.0,0.0,0.621+/-0.036,0.672+/-0.041,0.657+/-0.039,0.763+/-0.069
CHEMBL2219363,0.5,0.49245904432821336,0.0,0.0,0.644+/-0.085,0.681+/-0.049,0.729+/-0.051,0.745+/-0.075
CHEMBL2219366,0.5,0.49245904432821336,0.0,0.0,0.776+/-0.021,0.803+/-0.024,0.846+/-0.027,0.828+/-0.082
CHEMBL2219375,0.494140625,0.48868599468282325,0.0,0.0,0.754+/-0.055,0.814+/-0.036,0.852+/-0.03,0.859+/-0.055
CHEMBL2219389,0.5,0.49245904432821336,0.0,0.0,0.83+/-0.039,0.841+/-0.016,0.85+/-0.03,0.861+/-0.082
CHEMBL2219399,0.4609375,0.4606816399624484,0.0,0.0,0.654+/-0.045,0.663+/-0.044,0.672+/-0.047,0.72+/-0.104
CHEMBL2219404,0.482421875,0.47776355130602166,0.0,0.0,0.831+/-0.045,0.882+/-0.037,0.911+/-0.04,0.908+/-0.059
CHEMBL2219407,0.482421875,0.47776355130602166,0.0,0.0,0.666+/-0.036,0.686+/-0.042,0.688+/-0.043,0.708+/-0.118
CHEMBL2219408,0.4765625,0.47399050166063156,0.0,0.0,0.654+/-0.089,0.746+/-0.05,0.804+/-0.042,0.902+/-0.063
CHEMBL2354305,0.5,0.5,0.0,0.0,0.528+/-0.056,0.525+/-0.055,0.52+/-0.041,0.525+/-0.06
CHEMBL3214944,0.5,0.4980553478059605,0.0,0.0,0.624+/-0.047,0.648+/-0.031,0.697+/-0.023,0.721+/-0.017
CHEMBL3431930,0.5,0.5,0.0,0.0,0.834+/-0.017,0.846+/-0.021,0.86+/-0.017,0.867+/-0.011
CHEMBL3431932,0.5,0.4987309937095379,0.0,0.0,0.754+/-0.037,0.77+/-0.029,0.789+/-0.017,0.793+/-0.021
CHEMBL3431933,0.5,0.5,0.0,0.0,0.562+/-0.041,0.597+/-0.036,0.611+/-0.028,0.67+/-0.033
CHEMBL3705334,0.5,0.4879740100910239,0.0,0.0,0.727+/-0.019,0.713+/-0.03,0.749+/-0.038,0.801+/-0.102
CHEMBL3705469,0.5,0.4920812032586027,0.0,0.0,0.605+/-0.09,0.65+/-0.052,0.713+/-0.068,0.783+/-0.049
CHEMBL3705476,0.5,0.49833554333349656,0.0,0.0,0.583+/-0.062,0.632+/-0.055,0.676+/-0.027,0.709+/-0.029
CHEMBL3706128,0.392578125,0.3961389455667898,0.0,0.0,0.612+/-0.037,0.675+/-0.04,0.708+/-0.033,0.707+/-0.074
CHEMBL3706356,0.5,0.49776638197306866,0.0,0.0,0.76+/-0.036,0.769+/-0.036,0.822+/-0.025,0.857+/-0.02
CHEMBL3707557,0.5,0.5,0.0,0.0,0.95+/-0.026,0.959+/-0.009,0.968+/-0.015,0.981+/-0.03
CHEMBL3707738,0.498046875,0.4928351601329778,0.0,0.0,0.609+/-0.082,0.641+/-0.065,0.682+/-0.072,0.728+/-0.121
CHEMBL3707783,0.5,0.5,0.0,0.0,0.817+/-0.042,0.845+/-0.033,0.893+/-0.044,0.893+/-0.061
CHEMBL3887295,0.5,0.4969951853086967,0.0,0.0,0.577+/-0.035,0.592+/-0.037,0.628+/-0.054,0.684+/-0.032
CHEMBL3887333,0.5,0.5,0.0,0.0,0.8+/-0.096,0.889+/-0.042,0.92+/-0.012,0.941+/-0.009
CHEMBL3887334,0.5,0.5,0.0,0.0,0.653+/-0.055,0.666+/-0.039,0.704+/-0.058,0.755+/-0.051
CHEMBL3887759,0.5,0.49869055169190596,0.0,0.0,0.736+/-0.057,0.765+/-0.031,0.785+/-0.016,0.794+/-0.02
CHEMBL3888181,0.5,0.4965357092688114,0.0,0.0,0.603+/-0.065,0.648+/-0.032,0.682+/-0.051,0.737+/-0.056
CHEMBL3888461,0.5,0.49439273006475243,0.0,0.0,0.615+/-0.067,0.662+/-0.042,0.689+/-0.04,0.704+/-0.101
CHEMBL4005586,0.498046875,0.4964063107335221,0.0,0.0,0.622+/-0.062,0.637+/-0.051,0.692+/-0.023,0.749+/-0.035
CHEMBL4133035,0.5,0.5,0.0,0.0,0.574+/-0.043,0.625+/-0.054,0.628+/-0.037,0.666+/-0.069
CHEMBL641707,0.314453125,0.3153262353262353,0.0,0.0,0.576+/-0.1,0.626+/-0.078,0.736+/-0.059,0.794+/-0.095
CHEMBL657032,0.5,0.4920812032586027,0.0,0.0,0.893+/-0.046,0.926+/-0.032,0.938+/-0.037,0.977+/-0.02
CHEMBL663407,0.5,0.5,0.0,0.0,0.714+/-0.043,0.722+/-0.042,0.753+/-0.045,0.844+/-0.114
CHEMBL819742,0.5,0.5,0.0,0.0,0.823+/-0.044,0.816+/-0.058,0.851+/-0.051,0.847+/-0.078
CHEMBL915809,0.458984375,0.46851511911171495,0.0,0.0,0.851+/-0.018,0.851+/-0.02,0.859+/-0.026,0.892+/-0.054
CHEMBL924949,0.498046875,0.4925380175380175,0.0,0.0,0.796+/-0.062,0.849+/-0.037,0.879+/-0.032,0.933+/-0.081
